,block_size_x,block_size_y,nvml_pwr_limit,sm__warps_active.avg.pct_of_peak_sustained_active,sm__warps_active.max.pct_of_peak_sustained_active,sm__cycles_active.avg.pct_of_peak_sustained_active,temperature,time,times,pwr_temperature,nvml_power,nvml_energy,compile_time,verification_time,benchmark_time,Joules/token,FLOPS/Watt,SM_Eff,strategy_time,framework_time,timestamp,SM_Occupancy,num_heads,dim_feature,beam_size
0,1,32,100,2.083333333333333,,100.0,31.0,0.03475903986021876,"[0.02908799983561039, 0.04201599955558777, 0.039423998445272446, 0.03731200098991394, 0.035840000957250595, 0.03606399893760681, 0.035232000052928925, 0.03481600061058998, 0.03471999987959862, 0.03516799956560135, 0.034912001341581345, 0.035711999982595444, 0.03532800078392029, 0.034752000123262405, 0.03452799841761589, 0.034623999148607254, 0.03484800085425377, 0.03455999866127968, 0.03433600068092346, 0.0350399985909462, 0.03455999866127968, 0.034591998904943466, 0.035071998834609985, 0.03452799841761589, 0.03551999852061272, 0.03548799827694893, 0.03478400036692619, 0.0350399985909462, 0.03516799956560135, 0.03468799963593483, 0.03465599939227104, 0.034432001411914825, 0.03468799963593483, 0.035071998834609985, 0.03446400165557861, 0.034591998904943466, 0.03446400165557861, 0.034304000437259674, 0.03452799841761589, 0.03494400158524513, 0.03481600061058998, 0.03488000109791756, 0.03433600068092346, 0.03436800092458725, 0.03420799970626831, 0.035392001271247864, 0.034623999148607254, 0.034752000123262405, 0.0344959981739521, 0.03455999866127968, 0.03465599939227104, 0.03440000116825104, 0.03446400165557861, 0.03440000116825104, 0.03468799963593483, 0.03548799827694893, 0.034304000437259674, 0.03417599946260452, 0.03433600068092346, 0.03452799841761589, 0.03436800092458725, 0.03436800092458725, 0.0344959981739521, 0.034143999218940735, 0.034623999148607254, 0.03488000109791756, 0.03420799970626831, 0.03420799970626831, 0.033663999289274216, 0.03465599939227104, 0.03433600068092346, 0.03433600068092346, 0.03500799834728241, 0.03452799841761589, 0.03481600061058998, 0.034272000193595886, 0.034304000437259674, 0.03558399900794029, 0.03488000109791756, 0.03478400036692619, 0.03478400036692619, 0.03484800085425377, 0.034272000193595886, 0.034752000123262405, 0.03407999873161316, 0.034015998244285583, 0.03417599946260452, 0.034304000437259674, 0.03440000116825104, 0.035999998450279236, 0.034432001411914825, 0.03471999987959862, 0.03440000116825104, 0.03455999866127968, 0.034304000437259674, 0.034591998904943466, 0.0342399999499321, 0.034432001411914825, 0.03420799970626831, 0.034143999218940735]",31.0,36.586,0.0012716942323259635,936.4299720036797,0,7577.854501025286,3.532483978683232e-05,8348572896.003094,,0,0.0,2025-02-13 01:57:43.413153+00:00,2.083333333333333,16,4096,4
1,1,32,115,2.0833333333333335,,100.0,31.0,0.03481216000393033,"[0.029120000079274178, 0.04262400045990944, 0.03814399987459183, 0.03641600161790848, 0.035711999982595444, 0.036479998379945755, 0.036031998693943024, 0.035711999982595444, 0.035360001027584076, 0.03590400144457817, 0.03558399900794029, 0.034912001341581345, 0.03488000109791756, 0.034591998904943466, 0.03455999866127968, 0.03510399907827377, 0.03455999866127968, 0.035232000052928925, 0.03455999866127968, 0.034591998904943466, 0.03590400144457817, 0.034912001341581345, 0.034912001341581345, 0.034912001341581345, 0.034912001341581345, 0.03519999980926514, 0.03465599939227104, 0.03468799963593483, 0.03440000116825104, 0.034272000193595886, 0.0344959981739521, 0.03417599946260452, 0.03455999866127968, 0.03468799963593483, 0.03478400036692619, 0.035071998834609985, 0.034912001341581345, 0.034912001341581345, 0.03446400165557861, 0.03516799956560135, 0.03484800085425377, 0.0344959981739521, 0.03494400158524513, 0.03494400158524513, 0.034623999148607254, 0.034432001411914825, 0.034623999148607254, 0.03481600061058998, 0.03468799963593483, 0.034912001341581345, 0.03455999866127968, 0.03452799841761589, 0.03436800092458725, 0.03519999980926514, 0.03494400158524513, 0.03455999866127968, 0.03440000116825104, 0.03407999873161316, 0.034143999218940735, 0.034591998904943466, 0.03436800092458725, 0.03577600046992302, 0.0344959981739521, 0.03417599946260452, 0.03478400036692619, 0.03478400036692619, 0.03558399900794029, 0.034912001341581345, 0.03478400036692619, 0.035071998834609985, 0.03436800092458725, 0.034623999148607254, 0.03468799963593483, 0.03452799841761589, 0.0344959981739521, 0.03436800092458725, 0.03433600068092346, 0.03446400165557861, 0.03420799970626831, 0.03510399907827377, 0.034304000437259674, 0.03465599939227104, 0.03440000116825104, 0.0342399999499321, 0.03452799841761589, 0.03481600061058998, 0.03440000116825104, 0.0344959981739521, 0.0342399999499321, 0.034272000193595886, 0.034432001411914825, 0.034272000193595886, 0.0344959981739521, 0.03446400165557861, 0.03465599939227104, 0.0344959981739521, 0.03436800092458725, 0.034304000437259674, 0.03433600068092346, 0.03433600068092346]",31.0,36.799,0.0012810526759846322,931.5842990181409,0,7566.919153032359,3.558479655512867e-05,8287584264.901346,,0,51.80563993053511,2025-02-13 01:57:51.963494+00:00,2.0833333333333335,16,4096,4
2,1,32,135,2.083333333333333,,100.0,31.0,0.03470815990120173,"[0.029440000653266907, 0.04163200035691261, 0.03836800158023834, 0.036959998309612274, 0.036031998693943024, 0.03551999852061272, 0.03564799949526787, 0.03641600161790848, 0.035071998834609985, 0.03494400158524513, 0.03484800085425377, 0.03596799820661545, 0.034912001341581345, 0.03455999866127968, 0.034304000437259674, 0.03407999873161316, 0.03452799841761589, 0.03465599939227104, 0.03564799949526787, 0.03481600061058998, 0.03481600061058998, 0.03488000109791756, 0.034912001341581345, 0.03468799963593483, 0.03468799963593483, 0.034912001341581345, 0.03446400165557861, 0.03440000116825104, 0.03436800092458725, 0.03433600068092346, 0.03455999866127968, 0.03452799841761589, 0.0342399999499321, 0.034304000437259674, 0.03446400165557861, 0.03407999873161316, 0.03452799841761589, 0.03497600182890892, 0.03452799841761589, 0.03471999987959862, 0.03465599939227104, 0.034912001341581345, 0.03481600061058998, 0.035071998834609985, 0.03455999866127968, 0.03411199897527695, 0.03446400165557861, 0.03465599939227104, 0.034752000123262405, 0.03417599946260452, 0.034623999148607254, 0.03455999866127968, 0.034432001411914825, 0.03452799841761589, 0.03420799970626831, 0.035360001027584076, 0.03452799841761589, 0.034912001341581345, 0.035071998834609985, 0.03446400165557861, 0.0342399999499321, 0.0342399999499321, 0.034752000123262405, 0.03440000116825104, 0.03411199897527695, 0.034623999148607254, 0.034272000193595886, 0.034591998904943466, 0.034304000437259674, 0.03420799970626831, 0.03446400165557861, 0.03404799848794937, 0.03446400165557861, 0.03446400165557861, 0.03465599939227104, 0.03420799970626831, 0.034432001411914825, 0.03494400158524513, 0.03468799963593483, 0.0350399985909462, 0.03471999987959862, 0.03446400165557861, 0.03455999866127968, 0.03420799970626831, 0.03407999873161316, 0.03404799848794937, 0.03411199897527695, 0.03452799841761589, 0.0342399999499321, 0.034143999218940735, 0.03465599939227104, 0.034752000123262405, 0.03407999873161316, 0.0342399999499321, 0.034272000193595886, 0.03433600068092346, 0.03455999866127968, 0.03513599932193756, 0.03542400151491165, 0.0344959981739521]",31.0,36.668,0.001272678807257265,937.4281960190274,0,7594.250416965224,3.535218909047958e-05,8342114239.24015,,0,51.80993000976741,2025-02-13 01:58:00.547007+00:00,2.083333333333333,16,4096,4
3,1,32,150,2.083333333333333,,100.0,31.0,0.034735360201448205,"[0.029120000079274178, 0.04198399931192398, 0.0379519984126091, 0.036959998309612274, 0.036320000886917114, 0.039103999733924866, 0.035679999738931656, 0.03545600175857544, 0.035071998834609985, 0.03494400158524513, 0.03484800085425377, 0.034912001341581345, 0.0352960005402565, 0.03440000116825104, 0.03446400165557861, 0.034304000437259674, 0.03494400158524513, 0.034432001411914825, 0.0350399985909462, 0.034432001411914825, 0.03436800092458725, 0.03411199897527695, 0.034432001411914825, 0.03446400165557861, 0.03436800092458725, 0.034623999148607254, 0.03465599939227104, 0.03465599939227104, 0.03446400165557861, 0.033952001482248306, 0.03420799970626831, 0.03404799848794937, 0.034015998244285583, 0.03436800092458725, 0.035392001271247864, 0.033952001482248306, 0.034304000437259674, 0.034143999218940735, 0.034272000193595886, 0.03446400165557861, 0.03440000116825104, 0.03452799841761589, 0.034272000193595886, 0.034591998904943466, 0.03440000116825104, 0.03452799841761589, 0.03433600068092346, 0.03420799970626831, 0.033984001725912094, 0.03488000109791756, 0.035679999738931656, 0.03471999987959862, 0.034623999148607254, 0.03510399907827377, 0.03433600068092346, 0.03420799970626831, 0.03542400151491165, 0.03548799827694893, 0.03481600061058998, 0.03433600068092346, 0.03484800085425377, 0.03446400165557861, 0.03436800092458725, 0.034591998904943466, 0.0344959981739521, 0.03468799963593483, 0.03452799841761589, 0.034591998904943466, 0.03417599946260452, 0.034432001411914825, 0.03488000109791756, 0.03468799963593483, 0.035679999738931656, 0.0350399985909462, 0.034304000437259674, 0.03433600068092346, 0.03452799841761589, 0.03465599939227104, 0.034432001411914825, 0.03433600068092346, 0.03481600061058998, 0.034015998244285583, 0.034272000193595886, 0.03440000116825104, 0.034272000193595886, 0.03446400165557861, 0.03468799963593483, 0.0350399985909462, 0.03440000116825104, 0.034304000437259674, 0.034591998904943466, 0.03440000116825104, 0.03468799963593483, 0.03542400151491165, 0.034752000123262405, 0.03471999987959862, 0.03481600061058998, 0.03433600068092346, 0.03494400158524513, 0.03433600068092346]",32.0,36.593,0.0012710710358515942,945.1438770047389,0,7588.855483976658,3.5307528773655395e-05,8352666137.881836,,0,52.5844520307146,2025-02-13 01:58:09.133617+00:00,2.083333333333333,16,4096,4
4,1,32,165,2.083333333333333,,100.0,32.0,0.03743743998929858,"[0.029152000322937965, 0.04201599955558777, 0.038656000047922134, 0.03667199984192848, 0.036479998379945755, 0.03545600175857544, 0.03551999852061272, 0.03587200120091438, 0.03580800071358681, 0.035232000052928925, 0.03577600046992302, 0.035392001271247864, 0.03500799834728241, 0.0350399985909462, 0.035232000052928925, 0.034912001341581345, 0.03500799834728241, 0.03526400029659271, 0.034752000123262405, 0.03468799963593483, 0.03481600061058998, 0.03484800085425377, 0.034752000123262405, 0.0344959981739521, 0.03446400165557861, 0.035392001271247864, 0.034752000123262405, 0.0344959981739521, 0.035551998764276505, 0.034623999148607254, 0.034591998904943466, 0.03497600182890892, 0.03526400029659271, 0.03484800085425377, 0.034623999148607254, 0.03468799963593483, 0.03433600068092346, 0.034752000123262405, 0.034304000437259674, 0.03440000116825104, 0.03638400137424469, 0.03497600182890892, 0.03500799834728241, 0.03516799956560135, 0.03513599932193756, 0.03420799970626831, 0.03436800092458725, 0.03440000116825104, 0.03494400158524513, 0.03420799970626831, 0.04022400081157684, 0.03951999917626381, 0.040672000497579575, 0.03999999910593033, 0.04041599854826927, 0.03993599861860275, 0.04047999903559685, 0.0395519994199276, 0.04041599854826927, 0.039712000638246536, 0.03968000039458275, 0.039744000881910324, 0.0395519994199276, 0.03936000168323517, 0.04025600105524063, 0.039423998445272446, 0.03961599990725517, 0.03932800143957138, 0.039135999977588654, 0.03916800022125244, 0.03936000168323517, 0.03961599990725517, 0.03929600119590759, 0.03929600119590759, 0.03964800015091896, 0.03939199820160866, 0.03939199820160866, 0.045504000037908554, 0.04016000032424927, 0.03984000161290169, 0.039135999977588654, 0.03939199820160866, 0.039103999733924866, 0.039583999663591385, 0.03968000039458275, 0.039455998688936234, 0.039135999977588654, 0.039423998445272446, 0.039583999663591385, 0.039455998688936234, 0.0395519994199276, 0.03964800015091896, 0.03936000168323517, 0.03993599861860275, 0.03999999910593033, 0.03977600112557411, 0.039712000638246536, 0.0395519994199276, 0.03916800022125244, 0.03968000039458275]",32.0,36.75,0.001375825919606723,947.3136130254716,0,7045.5751360277645,3.8217386655742306e-05,7716697184.36094,,0,52.18834994593635,2025-02-13 01:58:17.178719+00:00,2.083333333333333,16,4096,4
5,1,32,185,2.083333333333333,,100.0,32.0,0.03468895992264152,"[0.029120000079274178, 0.04198399931192398, 0.03830400109291077, 0.03654399886727333, 0.03667199984192848, 0.03574400022625923, 0.035711999982595444, 0.035360001027584076, 0.03519999980926514, 0.03500799834728241, 0.03484800085425377, 0.03590400144457817, 0.035232000052928925, 0.03494400158524513, 0.034752000123262405, 0.034432001411914825, 0.03478400036692619, 0.034591998904943466, 0.034623999148607254, 0.03471999987959862, 0.0360959991812706, 0.03484800085425377, 0.03420799970626831, 0.03452799841761589, 0.03433600068092346, 0.03478400036692619, 0.034304000437259674, 0.03519999980926514, 0.0344959981739521, 0.03468799963593483, 0.034432001411914825, 0.03417599946260452, 0.034304000437259674, 0.034015998244285583, 0.0342399999499321, 0.03417599946260452, 0.034432001411914825, 0.033984001725912094, 0.03500799834728241, 0.03440000116825104, 0.0344959981739521, 0.03420799970626831, 0.03471999987959862, 0.034272000193595886, 0.03440000116825104, 0.035232000052928925, 0.034591998904943466, 0.0344959981739521, 0.034591998904943466, 0.03478400036692619, 0.03440000116825104, 0.0342399999499321, 0.03440000116825104, 0.03481600061058998, 0.03433600068092346, 0.03411199897527695, 0.03440000116825104, 0.03407999873161316, 0.03468799963593483, 0.03417599946260452, 0.03484800085425377, 0.034912001341581345, 0.03436800092458725, 0.03455999866127968, 0.0352960005402565, 0.03478400036692619, 0.034752000123262405, 0.03436800092458725, 0.034591998904943466, 0.0342399999499321, 0.03420799970626831, 0.03468799963593483, 0.034272000193595886, 0.034432001411914825, 0.0344959981739521, 0.034432001411914825, 0.034272000193595886, 0.03452799841761589, 0.03510399907827377, 0.0344959981739521, 0.03455999866127968, 0.0344959981739521, 0.03420799970626831, 0.03420799970626831, 0.0342399999499321, 0.03436800092458725, 0.034272000193595886, 0.034912001341581345, 0.03478400036692619, 0.03465599939227104, 0.03465599939227104, 0.03465599939227104, 0.03404799848794937, 0.03433600068092346, 0.03468799963593483, 0.03404799848794937, 0.034304000437259674, 0.034304000437259674, 0.03452799841761589, 0.03440000116825104]",32.0,36.699,0.001273050140201021,946.3596600107849,0,7599.152484035585,3.53625038944728e-05,8339680947.934659,,0,53.952115937136114,2025-02-13 01:58:25.778208+00:00,2.083333333333333,16,4096,4
6,1,32,200,2.0833333333333335,,100.0,32.0,0.03528799999505281,"[0.029343999922275543, 0.042080000042915344, 0.03830400109291077, 0.03670400008559227, 0.036320000886917114, 0.03638400137424469, 0.03564799949526787, 0.03622400015592575, 0.0352960005402565, 0.035711999982595444, 0.03497600182890892, 0.03465599939227104, 0.03455999866127968, 0.0350399985909462, 0.03471999987959862, 0.03446400165557861, 0.034015998244285583, 0.03433600068092346, 0.034591998904943466, 0.034143999218940735, 0.03452799841761589, 0.03510399907827377, 0.034912001341581345, 0.03468799963593483, 0.03484800085425377, 0.034912001341581345, 0.034623999148607254, 0.034304000437259674, 0.03420799970626831, 0.0342399999499321, 0.0342399999499321, 0.03551999852061272, 0.03471999987959862, 0.03497600182890892, 0.03488000109791756, 0.034304000437259674, 0.03500799834728241, 0.03440000116825104, 0.034143999218940735, 0.034143999218940735, 0.0344959981739521, 0.0344959981739521, 0.03417599946260452, 0.033952001482248306, 0.034912001341581345, 0.034623999148607254, 0.03500799834728241, 0.033952001482248306, 0.034143999218940735, 0.03510399907827377, 0.034912001341581345, 0.0352960005402565, 0.034591998904943466, 0.03471999987959862, 0.03420799970626831, 0.03420799970626831, 0.03436800092458725, 0.03484800085425377, 0.034623999148607254, 0.03452799841761589, 0.03433600068092346, 0.03433600068092346, 0.03420799970626831, 0.034304000437259674, 0.03433600068092346, 0.03440000116825104, 0.03417599946260452, 0.03455999866127968, 0.03404799848794937, 0.03452799841761589, 0.03478400036692619, 0.034143999218940735, 0.034143999218940735, 0.03420799970626831, 0.034304000437259674, 0.03619199991226196, 0.03455999866127968, 0.03446400165557861, 0.03436800092458725, 0.0342399999499321, 0.034304000437259674, 0.03452799841761589, 0.03417599946260452, 0.03436800092458725, 0.0344959981739521, 0.0342399999499321, 0.03440000116825104, 0.03759999945759773, 0.03920000046491623, 0.03923200070858002, 0.03907199949026108, 0.03929600119590759, 0.03936000168323517, 0.03916800022125244, 0.03923200070858002, 0.03907199949026108, 0.038784001022577286, 0.03929600119590759, 0.03929600119590759, 0.03964800015091896]",32.0,36.724,0.0012959165118183193,947.3238920327276,0,7472.708793007769,3.59976808838422e-05,8192527761.764042,,0,51.78786994656548,2025-02-13 01:58:34.250054+00:00,2.0833333333333335,16,4096,4
7,1,32,215,2.083333333333333,,100.0,32.0,0.035735999941825865,"[0.029343999922275543, 0.04124800115823746, 0.03791999816894531, 0.0360959991812706, 0.0352960005402565, 0.036448001861572266, 0.03596799820661545, 0.035679999738931656, 0.03500799834728241, 0.03519999980926514, 0.0352960005402565, 0.03488000109791756, 0.03510399907827377, 0.0350399985909462, 0.03606399893760681, 0.03564799949526787, 0.035071998834609985, 0.03468799963593483, 0.03433600068092346, 0.03532800078392029, 0.03484800085425377, 0.03468799963593483, 0.03488000109791756, 0.034432001411914825, 0.03481600061058998, 0.03497600182890892, 0.034591998904943466, 0.03452799841761589, 0.0344959981739521, 0.034304000437259674, 0.03455999866127968, 0.034272000193595886, 0.03455999866127968, 0.03545600175857544, 0.03440000116825104, 0.034304000437259674, 0.03465599939227104, 0.034623999148607254, 0.03433600068092346, 0.034591998904943466, 0.03436800092458725, 0.034591998904943466, 0.03420799970626831, 0.03420799970626831, 0.03446400165557861, 0.034623999148607254, 0.03452799841761589, 0.03411199897527695, 0.0342399999499321, 0.03488000109791756, 0.03407999873161316, 0.034432001411914825, 0.03471999987959862, 0.034015998244285583, 0.03446400165557861, 0.03417599946260452, 0.03465599939227104, 0.03417599946260452, 0.0344959981739521, 0.034432001411914825, 0.0342399999499321, 0.03452799841761589, 0.03404799848794937, 0.034912001341581345, 0.0342399999499321, 0.03433600068092346, 0.034304000437259674, 0.034304000437259674, 0.034304000437259674, 0.03388800099492073, 0.03417599946260452, 0.03417599946260452, 0.034143999218940735, 0.03420799970626831, 0.034304000437259674, 0.034272000193595886, 0.03420799970626831, 0.036159999668598175, 0.03494400158524513, 0.039712000638246536, 0.03948799893260002, 0.03932800143957138, 0.03961599990725517, 0.040031999349594116, 0.0398080013692379, 0.03939199820160866, 0.039583999663591385, 0.039872001856565475, 0.03923200070858002, 0.038975998759269714, 0.03939199820160866, 0.03932800143957138, 0.040031999349594116, 0.03993599861860275, 0.03961599990725517, 0.039744000881910324, 0.03923200070858002, 0.039264000952243805, 0.03929600119590759, 0.03916800022125244]",32.0,36.697,0.0013114039898651838,954.3704620446078,0,7380.091794009786,3.642788860736622e-05,8095775277.526372,,0,52.88151191780344,2025-02-13 01:58:42.637423+00:00,2.083333333333333,16,4096,4
8,1,32,235,2.0833333333333335,,100.0,32.0,0.03619391998276114,"[0.02908799983561039, 0.041600000113248825, 0.038656000047922134, 0.03670400008559227, 0.037248000502586365, 0.03654399886727333, 0.03577600046992302, 0.035711999982595444, 0.03519999980926514, 0.03545600175857544, 0.03440000116825104, 0.03497600182890892, 0.03465599939227104, 0.03481600061058998, 0.03436800092458725, 0.03484800085425377, 0.03516799956560135, 0.034623999148607254, 0.03433600068092346, 0.03446400165557861, 0.0344959981739521, 0.03433600068092346, 0.03433600068092346, 0.03452799841761589, 0.03446400165557861, 0.03545600175857544, 0.03488000109791756, 0.0344959981739521, 0.034304000437259674, 0.03471999987959862, 0.03484800085425377, 0.03440000116825104, 0.03446400165557861, 0.03440000116825104, 0.03500799834728241, 0.03471999987959862, 0.034912001341581345, 0.03452799841761589, 0.0344959981739521, 0.03433600068092346, 0.034623999148607254, 0.034304000437259674, 0.034591998904943466, 0.0344959981739521, 0.03436800092458725, 0.03465599939227104, 0.034591998904943466, 0.034304000437259674, 0.03465599939227104, 0.03392000123858452, 0.03420799970626831, 0.034623999148607254, 0.03433600068092346, 0.03452799841761589, 0.03407999873161316, 0.034591998904943466, 0.034623999148607254, 0.0344959981739521, 0.03465599939227104, 0.03488000109791756, 0.034304000437259674, 0.0344959981739521, 0.034912001341581345, 0.03465599939227104, 0.03455999866127968, 0.03481600061058998, 0.03465599939227104, 0.03516799956560135, 0.03593600168824196, 0.035360001027584076, 0.0344959981739521, 0.034752000123262405, 0.03951999917626381, 0.039455998688936234, 0.03993599861860275, 0.0398080013692379, 0.0395519994199276, 0.040063999593257904, 0.04009599983692169, 0.040031999349594116, 0.03929600119590759, 0.039455998688936234, 0.039455998688936234, 0.0398080013692379, 0.039744000881910324, 0.039903998374938965, 0.03948799893260002, 0.03936000168323517, 0.03977600112557411, 0.039712000638246536, 0.03961599990725517, 0.03964800015091896, 0.04012800008058548, 0.03977600112557411, 0.038816001266241074, 0.03993599861860275, 0.04009599983692169, 0.03999999910593033, 0.039264000952243805, 0.03923200070858002]",32.0,37.051,0.001341020929281283,947.4512529559433,0,7286.041218962055,3.725058136892453e-05,7916977109.141813,,0,58.74584906268865,2025-02-13 01:58:50.929684+00:00,2.0833333333333335,16,4096,4
9,1,32,250,2.083333333333333,,100.0,32.0,0.03470463974401355,"[0.029055999591946602, 0.04153599962592125, 0.03776000067591667, 0.03619199991226196, 0.03606399893760681, 0.036479998379945755, 0.03593600168824196, 0.03516799956560135, 0.0352960005402565, 0.03551999852061272, 0.0352960005402565, 0.03516799956560135, 0.03500799834728241, 0.03481600061058998, 0.03494400158524513, 0.03436800092458725, 0.034623999148607254, 0.03488000109791756, 0.034752000123262405, 0.035392001271247864, 0.03488000109791756, 0.03455999866127968, 0.03452799841761589, 0.03500799834728241, 0.034591998904943466, 0.03446400165557861, 0.034304000437259674, 0.034752000123262405, 0.0342399999499321, 0.034752000123262405, 0.03465599939227104, 0.03452799841761589, 0.03436800092458725, 0.03452799841761589, 0.034623999148607254, 0.03420799970626831, 0.0344959981739521, 0.03433600068092346, 0.034432001411914825, 0.03452799841761589, 0.0342399999499321, 0.03465599939227104, 0.03465599939227104, 0.03420799970626831, 0.03452799841761589, 0.0342399999499321, 0.03465599939227104, 0.03471999987959862, 0.03404799848794937, 0.034272000193595886, 0.03452799841761589, 0.034591998904943466, 0.03433600068092346, 0.03452799841761589, 0.0344959981739521, 0.03455999866127968, 0.0344959981739521, 0.03471999987959862, 0.03468799963593483, 0.0342399999499321, 0.03407999873161316, 0.03433600068092346, 0.034752000123262405, 0.035711999982595444, 0.034591998904943466, 0.03455999866127968, 0.03465599939227104, 0.03452799841761589, 0.03488000109791756, 0.035392001271247864, 0.034304000437259674, 0.0344959981739521, 0.0344959981739521, 0.03420799970626831, 0.03471999987959862, 0.03436800092458725, 0.035232000052928925, 0.0344959981739521, 0.03471999987959862, 0.03484800085425377, 0.03433600068092346, 0.03488000109791756, 0.03436800092458725, 0.03436800092458725, 0.03446400165557861, 0.034304000437259674, 0.03455999866127968, 0.034304000437259674, 0.03481600061058998, 0.03433600068092346, 0.034623999148607254, 0.03420799970626831, 0.034591998904943466, 0.0342399999499321, 0.03452799841761589, 0.03440000116825104, 0.03420799970626831, 0.03452799841761589, 0.03436800092458725, 0.03420799970626831]",33.0,36.858,0.0012791436116848512,950.8774629794061,0,7599.206007027533,3.553176699124587e-05,8299953111.610208,,0,51.921081030741334,2025-02-13 01:58:59.531712+00:00,2.083333333333333,16,4096,4
