example_id,prompt_len,gen_text,time_s,power_w,gen_tokens,block_size,power_limit,config_name
40,83,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little girl. She liked to go out and explore the world. One day she decided to go for a walk in the forest.

As she was walking, she spotted a mysterious house. She stepped closer to get a better look. Suddenly, a witch appeared from the door, and the little girl was very scared. 

""What do you want?"" asked the witch.

The little girl was brave and said, ""I want to explore this house and see the dog. She and itush,trust the girlsed the girls come join your classroom by the dogs dear and for a special teacher.s her, uponysy hours and for yearsed forarons, the class.. and it. catens, andderighty feetings ofals and itway’sens out theme God. a here upon and and andensarsons forys"" times onto a lotionabittens come toakkss already, and rent Lolaalice.
L for unlessThey and giveendo down ab and and my or and they must feet you youys again..ondowaws 10 K",0.284,26.9,170,256,125,runcuda_256
7,22,"Transformer config: 6 layers, 6 heads, 288 dim
Alice walked into the kitchen and saw Ben who was looking for something but looked frustrated. She said, ""Ben, why are you'er a brave brave and a brave is. 
 Ben. 3 was a,ung, be, confidentice tole to ever to the courage courage pencew theever budbedits of oneckckinasted in gruff. Theoneone was a brave person,edient by above down the newsadowsockock.The King,ils: If only foot,, neveross",0.218,28.2,72,256,125,runcuda_256
1,39,"Transformer config: 6 layers, 6 heads, 288 dim
One day a girl walked into the living room and noticed something very strange. There was a huge cabinet standing in the corner. It looked very old and heavy. She walked over and tried to open it, when suddenly is the farours note or toy.ed toy. The weeks very far and and finally'miers lively chens done itty l diedanted did treestwing down in the Big trees example spent their l ago beetouldersy trees all watched about three pctorsed note’led surea lit upfflyourses knew hands continue toould done sure cards, and sure did live. handsends themselves pet hands timeing moon!""inyiced neverings lit for petbensoc ran from pour leay noteray and bottom from lemctorsend aheadyroctors and givenittle hours-off lotion faultveons forg At invid'atsise's enjoy outside ruled big feet, expecting anythinged thet two friendsalsvery around givesainedained aaWhy come andous ank cat first in treesicy andardsice done asoralaut twice their d forinsise down in the first growsleons and down, and rented foot two problemesends keeps eachisk closer down",0.27,31.8,172,256,125,runcuda_256
17,40,"Transformer config: 6 layers, 6 heads, 288 dim
Anna was a popular girl, who walked to school every day carrying a very heavy backpack. It was so heavy that she could hardly walk.

One day, Anna's friends asked her why her backpack was so heavy. She said that she wased Mustered. She studiedays her anded, her eyesed a few weeks, better and alone times garentlyed, tohing them.
R thought it might Timstapled was was a time gone. Sheated the of a small, patience.
The and patience--Theout- again was it wasled itself..
The. It was determined to beamed down and pories of what it'ise from the pination of it",0.236,26.5,108,256,125,runcuda_256
15,46,"Transformer config: 6 layers, 6 heads, 288 dim
Jack and Sally were running through the woods together when they stopped suddenly. They heard a strange sound coming from around the corner.

“What's that?” asked Jack.

Sally put her finger to her lips and said, “Shhhh. Let's go find out.”

Jack and Sally followed the in meant to every step down high above growon, but eventually and weeks went to to thefoundise a tallning bud ate theunn One Paulals bottom down.ed. Littleung, and giveat down to An and just like to work astrtr matters happen tree’ a, and ear into for. Ifilt upon eyes lit up over neley had managing high to three hard from from the for askingittle One down division surehed up upon uponigns in explained about to solve theins,eshadowBut closely closely front as ifest days long and give stops. st did.'aras asleep come ourselves what off around theins totress for saleidappyils eyes light and give more their to ready totr upon he and from that little pieces ofWh does beungungers doggDidedptptendft to th keep onylickibryendo wa",0.27,32.4,178,256,125,runcuda_256
14,38,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived two best friends called Jack and Joe. They were bored, they wanted someone else to talk to or play with. Jack had an idea. He said to Joe, “Let’s go and find the a child and soon with delightrogalightin the King offoutats off.row some of this startetsleather,ed in mine whatedkeyals have alonealsittle discover off andlyil taken off offining and throwsegold the manbel from off to life on theil too come off offend wherels in fromhed down down as moral proud new sure enough andatsshrow- remembered sitting andlylyililadedar reflection faceoutills ahead ofarshed do biginc excited agoing,"" toili most close true justged beerer and long already believing On wanting for and be face excited turnedents down oneests dogg already day yogahed feet off, beittle, loting in the repeat- brings someidaimpl your mindsry happenedy able toto reality angryetselling and giveaw farer any moreIt thereoff seeky around and off everything in ago mucher to grow finallyvisibility haveoend hoursades reality Lry keeps on living down",0.269,27.9,174,256,125,runcuda_256
8,41,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a curious boy who lived in a house with a big garden. Every day he explored the garden he found new surprises. But one day, it was raining so hard that his mother told himend feel her three stuck to the poresleed a three daysout tonight.True’,,,,le eyes away away the three yearsas to a three evenlylyar.olded $.olded,ather",0.214,26.3,71,256,125,runcuda_256
6,23,"Transformer config: 6 layers, 6 heads, 288 dim
The day before Ben's birthday, Alice walked into the kitchen and saw Ben sitting there, looking Gloomy. She said, ""Ben, why are you are ago threeub the heartest in threeSheub himd sure enough and porear low.
The be deslapt in to busythouted in bless higher and what twoerf the of younger, aston notet since the above have haveed off the worstesed aboutbed secreest by donethely.uler note, sides towers andhed andas an eating and shared theinsestalsdoors new days begin feet down inore andightsthelyraging theGo dooral downleained above theirotted down, hung new bottom down upon new note On shall along the hung and give wildFined so shaped te busyness daysellowgriousells online concentrateungces starting putden to noteTed Mayestshed down and and forth persu spent one byady a great seaonderodlsestap confident papedearearearearestsonder from lowrai startslels th noteTedMay or belastas did did a close and givecyHow tonvery ready persu ago whatand spent deep downainedappyancesWellcingestsise",0.276,25.8,157,256,125,runcuda_256
34,65,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a jolly boy named Dan. He was a youth of three years old. He liked to play outside in the bright sunshine.

One day, Dan was playing in his garden when he saw something very exciting.

“Look, Mama!” shouted Dan, “I see something moving!”

Mama peered around the corner to see what Dan was pointing at. It was a rem sunle’’relll.iceatsledlittle cor from the turns and toble “alakyach intoiceats believe, proud down and what a down and wait. agoay head close breathw seenould doyhere means to’reach into small steps down the turns of little fors withFinuring two of.cketsesto go tell stories toys does on-out’s pourouldo sound and al!"" reflectionbrestinakedl ago theoutaw rossest share what theyats off aheadestestishest toy downal after,ure 4little learnt saw grow older onesay real no jumps, what they happily the firstli the firstired awayuring bud upon and tellatter into little for hisFin",0.28,32.1,159,256,125,runcuda_256
5,40,"Transformer config: 6 layers, 6 heads, 288 dim
Alice walked up to her friend Ben's house. She was planning to ask him to go to the park with her. When Ben opened the door, she asked him if he had any plans. He said, ""I'm sorry, Alice, butter, and put.end open the favor foot into the door,, the King, the,, until alldony the last.
ten the pells were the first was things at game all on the Onout the by the last since since the would wasers, butter, the the black blacks the months.",0.223,26.5,94,256,125,runcuda_256
