example_id,prompt_len,gen_text,time_s,power_w,gen_tokens,block_size,power_limit,config_name
40,83,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little girl. She liked to go out and explore the world. One day she decided to go for a walk in the forest.

As she was walking, she spotted a mysterious house. She stepped closer to get a better look. Suddenly, a witch appeared from the door, and the little girl was very scared. 

""What do you want?"" asked the witch.

The little girl was brave and said, ""I want to explore this house and see pay hisidsamballeralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.267,27.0,93,2048,150,runcuda_2048
7,22,"Transformer config: 6 layers, 6 heads, 288 dim
Alice walked into the kitchen and saw Ben who was looking for something but looked frustrated. She said, ""Ben, why are youch go workedalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.267,27.0,32,2048,150,runcuda_2048
1,39,"Transformer config: 6 layers, 6 heads, 288 dim
One day a girl walked into the living room and noticed something very strange. There was a huge cabinet standing in the corner. It looked very old and heavy. She walked over and tried to open it, when suddenly album understood standingungalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.264,28.5,50,2048,150,runcuda_2048
17,40,"Transformer config: 6 layers, 6 heads, 288 dim
Anna was a popular girl, who walked to school every day carrying a very heavy backpack. It was so heavy that she could hardly walk.

One day, Anna's friends asked her why her backpack was so heavy. She said that in walhesUnder sand ourirst blocking solidalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.271,28.4,54,2048,150,runcuda_2048
15,46,"Transformer config: 6 layers, 6 heads, 288 dim
Jack and Sally were running through the woods together when they stopped suddenly. They heard a strange sound coming from around the corner.

“What's that?” asked Jack.

Sally put her finger to her lips and said, “Shhhh. Let's go find out.”

Jack and Sally followed the describe solidalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.272,27.0,56,2048,150,runcuda_2048
14,38,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived two best friends called Jack and Joe. They were bored, they wanted someone else to talk to or play with. Jack had an idea. He said to Joe, “Let’s go and find Inst understood standingungalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.275,29.0,49,2048,150,runcuda_2048
8,41,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a curious boy who lived in a house with a big garden. Every day he explored the garden he found new surprises. But one day, it was raining so hard that his mother told him standingungalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.267,28.7,50,2048,150,runcuda_2048
6,23,"Transformer config: 6 layers, 6 heads, 288 dim
The day before Ben's birthday, Alice walked into the kitchen and saw Ben sitting there, looking Gloomy. She said, ""Ben, why are youch go workedalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.265,27.6,33,2048,150,runcuda_2048
34,65,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a jolly boy named Dan. He was a youth of three years old. He liked to play outside in the bright sunshine.

One day, Dan was playing in his garden when he saw something very exciting.

“Look, Mama!” shouted Dan, “I see something moving!”

Mama peered around the corner to see what Dan was pointing at. It was aes down list.' wrahline understood standingungalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.274,29.6,78,2048,150,runcuda_2048
5,40,"Transformer config: 6 layers, 6 heads, 288 dim
Alice walked up to her friend Ben's house. She was planning to ask him to go to the park with her. When Ben opened the door, she asked him if he had any plans. He said, ""I'm sorry, Alice, butares filledisteritheralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.264,28.1,49,2048,150,runcuda_2048
