example_id,prompt_len,gen_text,time_s,power_w,gen_tokens,block_size,power_limit,config_name
40,83,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little girl. She liked to go out and explore the world. One day she decided to go for a walk in the forest.

As she was walking, she spotted a mysterious house. She stepped closer to get a better look. Suddenly, a witch appeared from the door, and the little girl was very scared. 

""What do you want?"" asked the witch.

The little girl was brave and said, ""I want to explore this house and see,”. I am the house, Iighss over to the size of the mountain the far away!""
The ward, Iigh, Iighs. I will bealled, Iigh, Iigh, Iigh, Iigh,,, I will beard, Iigh, Iigh, Iigh, Iigh, The far, Iigh, Iigh, I will beout, I will helpersure to find the size back toyshout, I am flyoutouta't, Iigh done!""
Theum, climbed climbed, Iigh lucky, Iigh the faring adventor you't.! We' three, I",0.276,29.3,158,786,100,runcuda_786
7,22,"Transformer config: 6 layers, 6 heads, 288 dim
Alice walked into the kitchen and saw Ben who was looking for something but looked frustrated. She said, ""Ben, why are youinging? It is a special thatish but it iss 'enls can be a.""
’
ing to. a few, Ben, big, seen, were Ben,ed the two remembered and. He was Ben’ and why Ben wasen the and whyil. Ben and start hersonon legsled back. Ben middle and start, aned them all forth, Ben the andon and start, painteded Benledittle.""der are ouren pest, and forth timesas ready for hours of all of them surein..",0.226,28.4,101,786,100,runcuda_786
1,39,"Transformer config: 6 layers, 6 heads, 288 dim
One day a girl walked into the living room and noticed something very strange. There was a huge cabinet standing in the corner. It looked very old and heavy. She walked over and tried to open it, when suddenly the bedyumbs and all ji and all sorts of big-entyos a quiet and pleently pleadedampines situationles with respectly believeom the in the oneanyisels than the inamirst friends all kinds of youth friends wholy' family and what they you don’ and all sorts Itsizings forth I donapon friends from,irstierudges thatderderin life hours filled theoneoneling anworthder friends could notebookan reach a from Iatssling friends could notebooks ofirsty from far awaydamineretending isamp eyesight friends donone from farightise friends donuts toys. Evender totr“Letmightyight friends, and goat Ifasy admit anything admit foodampyons. Readinggaby believe hours ofirsty,one desestaftr do yearsamine friends long agoendleamest oldtr real berown eventuallyWise. Ifve feet filled cups and goofy friends friends",0.272,30.8,156,786,100,runcuda_786
17,40,"Transformer config: 6 layers, 6 heads, 288 dim
Anna was a popular girl, who walked to school every day carrying a very heavy backpack. It was so heavy that she could hardly walk.

One day, Anna's friends asked her why her backpack was so heavy. She said that she was and how same a little child was her grandad.
One day, Anna was asked her family all of their three years the first, they were two children, one toys. Anna'ss and off they were the children, they had�,",0.218,26.5,88,786,100,runcuda_786
15,46,"Transformer config: 6 layers, 6 heads, 288 dim
Jack and Sally were running through the woods together when they stopped suddenly. They heard a strange sound coming from around the corner.

“What's that?” asked Jack.

Sally put her finger to her lips and said, “Shhhh. Let's go find out.”

Jack and Sally followed the same ascks of the three years old, one day-tootap.
The finally grew nodding to each week and the in front of, until the two said, ""Cool, the blocksidas, the toy, and theients with his curiosity in the class helped, -.
 One, pig over forows toys, pengu for Christmas, and the p of for Christmas, are one to.
Tom and say, pengu",0.234,29.9,115,786,100,runcuda_786
14,38,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived two best friends called Jack and Joe. They were bored, they wanted someone else to talk to or play with. Jack had an idea. He said to Joe, “Let’s go and find find’s. We can and go!”
Jack and Jack and soon found an old, and they saw’init and Jack and and set got a great friends, they found andled rely in a greatads made the news and board its friends and sailorads wasoring and sailors first rely. listensfully where they voyage and sail around all the one. listerses and go sail every dayships, and go sail promiseiles and go their friendss and go sail promised everyone just like and go sails tow tips and sail married' promises promises. Jane andons up. promises and from meetle knocks uper and sail everydaydads'oralends up from faright to theary and sailks from and go sail rely. When friends, packages of upobon friends, packages long and sail planons reactunns ofships,. enemies searchingoutout any hours long hours and sail tow timesend feet still true far away to just.'""I wh both at the",0.27,29.1,191,786,100,runcuda_786
8,41,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a curious boy who lived in a house with a big garden. Every day he explored the garden he found new surprises. But one day, it was raining so hard that his mother told him to beameded.
One day long, the little one of the mostve long and the most. he asked his mom andadly me again. Thisl his obent and so much time. brothers, mommy’s family born. and of and fromonled’ong, about's angry anbered in a.
ilt, and forth, and all so he said, repeated what promised offBut do does. and how to!y findy floors outsmith!"". They did",0.239,27.8,113,786,100,runcuda_786
6,23,"Transformer config: 6 layers, 6 heads, 288 dim
The day before Ben's birthday, Alice walked into the kitchen and saw Ben sitting there, looking Gloomy. She said, ""Ben, why are you keep, doggy, Mommy rushun the firsta asks for a timeisyiestBack andaker anymoreate ruled away each step disendicesowlend apart at leastcheumble down to asks fordie playatearddieroundyamalals around in our showed knew exactly defeatroak time tolyable secrets wereouchicy around our mindsvingfall in. Working with in common inelon insideions secre to finishing their in our refused to finishing royicy'3 toillling to desals"".Year inkurlessolate to fairly to the elders inh whis gra werehed On asks forow to d filled livingell to ster revenrated Entertainmentfully orderingprint fade st she even each other to desk On or ifry living inlushroom t dryunt timesend truly  abickph asks for ago moreicedast heavilyships adults in whose spare energy no damels turn around in the courage homeine uponesiewhereliesl admit danine and unravelend laparm whisour no longer",0.276,27.3,157,786,100,runcuda_786
34,65,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a jolly boy named Dan. He was a youth of three years old. He liked to play outside in the bright sunshine.

One day, Dan was playing in his garden when he saw something very exciting.

“Look, Mama!” shouted Dan, “I see something moving!”

Mama peered around the corner to see what Dan was pointing at. It was a little mouse, and it was a cat.
Dboy was a brave knight. Heas, the the mouse. Theyboard opened the door door door door and found shoulders in the way.
ells were the same the chargeas, andats and tra.
deright, the mouse, and evenice.
Dana the three year since long, the mouse, the younger. doory said, the Mouse- the mouses the mouse and giveward p,!

Onets, p toys and meetle, three, Santa Dan a away from the p.. seen a small pend and tell. Rocky come toys.boardss the three seeni's old grow aboutarts of three year! They had a tiny stalk ago, gave you'",0.275,33.3,176,786,100,runcuda_786
5,40,"Transformer config: 6 layers, 6 heads, 288 dim
Alice walked up to her friend Ben's house. She was planning to ask him to go to the park with her. When Ben opened the door, she asked him if he had any plans. He said, ""I'm sorry, Alice, butterfake ago"".
 Bill and He wash des teacherss and sure had a from bedhma and share her little brotheral and theots fun plans tow tips ofautiouslyaddledolly sure eventuallyakeolly sure and the first declaredplaceInstks all ofapt high- sisterililina eyesptabyimper come true Bud basedunginedicits jumped offMay queer, expectingast long true while journeud biggest mixed in the endtimemarry here toast long agoappy andattercite confident onesboard handon friends just the firstestbr promctor long agoitsoraloring himself and b youral════est cluely and offesay spent alluntry readelf longer preced enemieseshadow burst into actionue friends just the mattr excitedly boiled together true while given each dayeshadowy spent all unda and began right andled footprinted anid thereoop and uponast hished- rewards known in the firstearmon",0.282,28.3,163,786,100,runcuda_786
